developer_id,ticket_id,completion_time,revisions,sentiment_score
12,6,15.7,5,0.94
12,7,14.4,5,0.84
13,1,17.7,1,0.71
13,2,39.4,1,0.81
13,3,13.8,7,0.81
13,4,8.6,1,1.0
13,5,21.9,5,1.0
13,6,13.0,1,1.0
13,7,20.3,0,0.91
13,8,19.7,4,0.81
13,9,8.8,0,0.91
13,10,14.9,6,0.71
13,11,19.3,6,0.91
14,1,33.0,1,0.88
14,2,9.5,3,0.78
14,3,7.0,3,0.68
14,4,28.9,6,0.88
14,5,8.7,6,0.68
14,6,23.8,3,0.98
14,7,17.5,5,0.88
14,8,37.7,1,0.78
14,9,11.3,1,0.88
14,10,21.9,1,0.78
14,11,7.7,1,0.98
14,12,7.4,1,1.0
14,13,18.6,3,0.98
14,14,15.8,3,0.78
14,15,15.6,1,0.88
14,16,12.2,2,0.68
14,17,25.1,5,0.68
15,1,24.4,1,0.85
15,2,13.3,6,0.85
15,3,16.3,2,0.95
15,4,20.2,1,0.95
15,5,16.7,1,1.0
15,6,16.5,2,0.95
15,7,35.9,3,1.0
15,8,33.0,9,0.65
16,1,16.5,1,0.62
16,2,22.9,1,0.92
16,3,18.2,2,0.92
16,4,24.3,0,0.92
16,5,29.1,4,0.72
16,6,21.4,0,0.82
16,7,40.1,2,0.92
16,8,31.0,7,0.72
16,9,15.2,5,1.0
16,10,20.2,0,0.82
16,11,11.1,4,0.82
16,12,14.7,4,0.92
16,13,30.3,5,0.82
16,14,24.3,1,0.62
17,1,21.7,0,0.69
17,2,32.2,7,0.89
17,3,14.7,4,0.99
17,4,36.8,8,0.59
17,5,19.1,8,0.79
17,6,19.9,9,0.59
17,7,18.5,1,0.99
17,8,20.6,2,0.99
17,9,16.3,1,0.99
17,10,28.6,5,0.99
17,11,7.9,1,0.59
17,12,18.6,7,0.59
17,13,11.1,2,0.59
17,14,17.9,0,0.79
17,15,37.9,0,0.89
18,1,9.1,7,0.56
18,2,19.0,3,0.66
18,3,14.5,0,0.96
18,4,18.2,7,0.76
18,5,7.6,4,0.86
18,6,21.2,7,0.56
18,7,32.1,4,0.96
18,8,10.3,4,0.66
18,9,20.6,1,0.56
19,1,5.7,1,0.63
19,2,34.3,0,0.73
19,3,36.0,1,0.83
19,4,27.8,0,0.83
19,5,32.3,2,0.93
19,6,28.2,3,0.93
19,7,10.1,0,0.73
19,8,30.3,8,0.63
19,9,35.7,7,0.53
19,10,7.5,6,0.63
19,11,17.6,0,0.73
19,12,9.8,4,0.53
19,13,28.1,4,0.73
19,14,14.2,3,0.73
19,15,9.1,3,0.83
19,16,15.9,4,0.93
19,17,20.2,0,0.73
19,18,19.6,1,0.83
19,19,9.5,0,0.83
19,20,14.3,4,0.93
20,1,8.1,2,1.0
20,2,19.4,2,0.9
20,3,8.4,1,1.0
20,4,18.8,2,1.0
20,5,33.2,0,1.0
20,6,39.5,1,0.9
20,7,11.3,4,1.0
20,8,9.9,0,0.8
20,9,8.8,3,0.9
20,10,30.6,3,0.8
20,11,31.9,0,0.8
20,12,10.2,4,1.0
20,13,7.3,1,1.0
20,14,37.0,5,0.8
20,15,30.8,5,1.0
20,16,19.6,0,1.0
21,1,5.0,2,0.87
21,2,19.6,0,1.0
21,3,15.9,1,0.77
21,4,30.1,0,1.0
21,5,13.5,1,1.0
21,6,16.1,1,1.0
21,7,7.4,0,1.0
21,8,9.1,6,0.87
21,9,12.9,6,1.0
21,10,10.6,1,1.0
21,11,5.9,1,0.87
21,12,32.9,3,1.0
21,13,24.5,2,1.0
21,14,16.0,3,1.0
21,15,4.4,1,0.87
21,16,20.4,2,1.0
22,1,18.3,6,0.94
22,2,17.8,0,0.74
22,3,26.3,1,0.84
22,4,27.0,4,0.84
22,5,5.7,5,0.74
22,6,29.9,2,1.0
22,7,27.6,0,1.0
22,8,31.8,2,0.84
22,9,15.9,5,0.84
22,10,27.9,2,1.0
22,11,25.8,0,0.84
22,12,20.3,2,0.74
22,13,25.7,3,1.0
22,14,7.2,2,1.0
22,15,17.9,3,0.74
22,16,11.8,5,0.74
22,17,22.4,8,0.84
23,1,11.6,1,0.91
23,2,21.4,3,1.0
23,3,30.1,3,1.0
23,4,27.8,2,1.0
23,5,23.2,2,1.0
23,6,13.4,0,1.0
24,1,17.7,1,0.98
24,2,31.1,1,1.0
24,3,19.1,0,0.78
24,4,43.9,1,0.78
24,5,4.1,1,0.68
24,6,34.6,5,0.68
24,7,12.5,1,0.88
24,8,24.5,5,0.88
24,9,15.5,7,0.78
24,10,23.3,1,1.0
24,11,6.4,5,0.68
24,12,14.8,1,0.78
24,13,21.2,4,0.88
24,14,23.5,0,1.0
24,15,15.8,4,0.98
24,16,23.3,4,0.78
25,1,10.3,3,0.95
25,2,23.5,5,0.65
25,3,21.7,2,0.95
25,4,29.1,0,1.0
25,5,9.0,5,0.85
25,6,20.7,3,0.75
25,7,12.4,0,0.75
25,8,30.8,4,0.65
25,9,25.3,2,0.85
25,10,16.4,0,0.85
25,11,39.9,3,0.75
25,12,24.8,5,0.75
25,13,23.5,6,0.65
25,14,16.9,5,0.65
25,15,15.6,2,0.65
25,16,21.3,7,0.85
25,17,25.5,0,0.65
26,1,14.3,2,0.62
26,2,8.9,6,1.0
26,3,18.3,2,0.92
26,4,22.1,2,0.92
26,5,12.5,2,0.62
26,6,22.9,1,0.92
26,7,15.9,1,1.0
26,8,18.3,6,0.62
26,9,23.0,5,0.92
26,10,7.3,7,0.82
26,11,25.1,3,0.62
26,12,7.9,2,0.82
26,13,41.6,4,0.82
26,14,10.7,1,1.0
26,15,4.3,5,0.72
27,1,43.4,5,0.59
27,2,22.6,4,0.69
27,3,34.0,7,0.79
27,4,14.7,0,0.79
27,5,30.8,4,0.79
27,6,6.1,2,0.69
27,7,35.3,1,0.59
27,8,22.2,0,0.89
27,9,17.0,0,0.59
27,10,24.7,5,0.99
27,11,24.0,3,0.69
27,12,8.9,0,0.59
27,13,25.1,7,0.59
27,14,39.8,1,0.79
27,15,28.2,4,0.69
27,16,16.0,2,0.69
28,1,24.0,3,0.56
28,2,32.4,6,0.86
28,3,11.6,4,0.56
28,4,13.8,0,0.76
28,5,13.0,2,0.66
29,1,30.9,3,0.53
29,2,26.3,1,0.93
29,3,13.2,4,0.63
29,4,22.3,1,0.63
29,5,32.2,0,0.93
29,6,22.7,7,0.73
29,7,8.7,1,0.73
29,8,21.4,5,0.63
29,9,18.9,5,0.63
29,10,13.2,0,0.63
29,11,13.7,1,0.73
29,12,21.9,3,0.63
29,13,17.1,0,0.73
29,14,21.9,3,0.83
29,15,22.9,9,0.53
29,16,13.3,1,0.53
29,17,9.8,7,0.83
29,18,18.9,3,0.63
29,19,4.3,5,0.93
29,20,10.2,5,0.53
30,1,12.4,6,0.8
30,2,6.4,7,1.0
30,3,20.6,6,0.9
30,4,36.7,1,1.0
30,5,42.4,6,0.8
30,6,4.6,1,1.0
30,7,31.9,0,1.0
30,8,25.9,5,0.9
30,9,35.8,4,0.8
30,10,9.1,1,1.0
31,1,26.0,3,0.97
31,2,8.6,4,0.97
31,3,11.4,0,1.0
31,4,30.5,1,1.0
31,5,10.4,1,0.97
31,6,19.6,0,1.0
32,1,22.6,1,1.0
32,2,36.5,4,1.0
32,3,23.9,0,0.74
32,4,20.8,3,1.0
32,5,6.7,3,1.0
32,6,21.4,4,1.0
32,7,10.5,3,0.94
32,8,20.5,7,0.94
32,9,8.2,2,1.0
32,10,36.0,5,1.0
32,11,13.7,8,0.84
32,12,11.0,2,1.0
32,13,14.6,2,0.94
32,14,13.3,2,1.0
32,15,6.8,4,0.74
32,16,31.4,1,1.0
32,17,11.8,2,1.0
32,18,21.0,3,1.0
33,1,24.4,7,0.71
33,2,33.3,3,0.91
33,3,19.1,7,0.71
33,4,31.1,0,1.0
33,5,6.2,9,0.71
33,6,17.0,2,0.81
33,7,16.0,4,1.0
33,8,31.9,2,1.0
33,9,25.7,4,1.0
34,1,7.8,4,0.88
34,2,8.7,2,0.68
34,3,41.2,3,0.88
34,4,31.0,2,1.0
34,5,27.2,2,0.98
34,6,16.8,1,0.78
34,7,11.0,5,1.0
34,8,18.8,2,1.0
34,9,35.4,2,0.98
35,1,20.9,4,0.65
35,2,37.8,2,1.0
35,3,14.9,7,0.95
35,4,18.8,6,0.75
35,5,17.8,4,0.85
35,6,26.6,0,0.95
35,7,28.1,6,0.65
35,8,16.1,4,0.95
35,9,4.2,5,1.0
35,10,13.7,5,0.95
35,11,39.6,1,0.65
35,12,10.4,0,1.0
35,13,37.7,1,0.75
35,14,24.9,3,1.0
35,15,7.4,10,0.65
35,16,7.6,0,0.75
36,1,5.8,8,0.62
36,2,20.9,2,1.0
36,3,13.7,5,0.92
36,4,9.6,4,0.72
36,5,17.1,0,0.92
36,6,18.6,6,1.0
36,7,9.9,7,0.72
36,8,22.7,4,0.62
36,9,32.4,0,0.62
36,10,10.5,1,0.82
37,1,15.1,2,0.59
37,2,14.2,2,0.59
37,3,12.6,5,0.69
37,4,27.9,5,0.69
37,5,24.2,0,0.89
37,6,26.3,3,0.59
37,7,40.4,0,0.89
37,8,28.6,1,0.99
37,9,12.2,3,0.79
37,10,11.1,5,0.99
37,11,15.2,0,0.89
37,12,28.2,0,0.99
37,13,11.7,3,0.99
37,14,34.3,0,0.69
37,15,23.2,3,0.89
37,16,14.3,4,0.79
37,17,13.6,1,0.89
37,18,9.3,3,0.79
37,19,19.0,5,0.89
37,20,21.3,0,0.99
38,1,14.1,2,0.76
38,2,9.0,1,0.96
38,3,13.7,2,0.86
38,4,29.2,6,0.66
38,5,11.7,1,0.56
38,6,14.0,2,0.66
38,7,38.5,7,0.56
38,8,17.4,6,0.56
38,9,10.4,5,0.86
38,10,24.0,3,0.86
38,11,6.2,7,0.76
38,12,26.5,1,0.56
38,13,17.3,0,0.66
38,14,16.1,3,0.66
38,15,44.1,6,0.66
38,16,32.3,5,0.66
39,1,34.9,3,0.93
39,2,27.9,1,0.63
39,3,28.9,0,0.73
39,4,17.8,2,0.93
39,5,22.5,1,0.73
39,6,39.9,1,0.53
39,7,26.3,1,0.93
39,8,31.8,3,0.93
39,9,25.2,7,0.53
40,1,8.6,2,1.0
40,2,24.7,1,0.8
40,3,25.6,6,0.8
40,4,7.2,3,0.9
40,5,11.3,1,1.0
40,6,10.8,3,1.0
40,7,4.5,4,0.8
40,8,30.8,6,1.0
40,9,16.8,1,1.0
41,1,30.2,3,0.87
41,2,9.0,5,0.77
41,3,11.8,2,0.87
41,4,25.9,4,0.77
41,5,25.0,0,1.0
41,6,18.8,0,1.0
41,7,14.5,2,0.77
41,8,30.6,6,1.0
42,1,17.1,2,0.74
42,2,34.1,0,1.0
42,3,41.7,1,0.74
42,4,24.9,5,0.74
42,5,23.6,1,1.0
42,6,23.9,0,1.0
42,7,6.0,3,0.94
42,8,26.8,5,1.0
42,9,24.7,6,0.84
42,10,24.7,0,0.84
42,11,23.8,2,1.0
42,12,13.2,1,1.0
42,13,11.9,5,0.74
42,14,6.5,4,0.84
42,15,8.6,0,0.94
42,16,5.8,3,1.0
42,17,26.4,2,0.74
42,18,28.2,0,1.0
42,19,13.9,3,0.74
42,20,26.8,0,1.0
43,1,29.6,3,0.71
43,2,22.0,3,0.71
43,3,16.9,5,0.81
43,4,15.2,1,1.0
43,5,16.5,0,0.91
43,6,10.5,2,1.0
43,7,24.5,3,0.91
43,8,25.4,4,1.0
43,9,9.1,2,0.81
43,10,37.4,2,0.91
43,11,36.4,1,1.0
43,12,36.9,2,1.0
43,13,34.5,3,0.71
43,14,23.9,3,1.0
43,15,33.1,1,1.0
43,16,10.9,5,0.81
43,17,26.4,2,1.0
43,18,7.2,0,1.0
44,1,8.7,4,0.78
44,2,6.0,2,1.0
44,3,23.1,0,0.98
44,4,19.2,1,0.68
44,5,27.8,6,0.68
44,6,15.8,2,0.78
44,7,12.6,1,0.98
45,1,15.8,2,0.85
45,2,18.9,6,1.0
45,3,17.8,2,0.65
45,4,28.2,3,0.95
45,5,31.4,2,1.0
46,1,26.4,5,0.62
46,2,36.9,1,0.92
46,3,13.4,5,0.92
46,4,17.6,0,1.0
46,5,19.3,0,0.72
46,6,18.3,1,1.0
46,7,8.2,2,0.92
46,8,8.8,1,0.72
46,9,11.9,5,0.92
46,10,29.9,1,1.0
46,11,17.9,4,0.82
46,12,6.3,5,0.92
46,13,36.0,8,0.72
46,14,7.0,4,0.92
46,15,35.5,2,0.62
46,16,9.6,7,0.72
46,17,13.6,5,0.72
46,18,15.9,5,0.72
47,1,10.8,3,0.99
47,2,7.6,5,0.59
47,3,3.8,4,0.79
47,4,18.2,1,0.69
47,5,20.7,1,0.89
47,6,22.9,1,0.69
47,7,33.6,2,0.99
47,8,16.4,1,0.79
47,9,26.8,3,0.99
47,10,5.7,7,0.59
47,11,17.8,1,0.89
47,12,16.2,8,0.79
47,13,22.6,2,0.69
47,14,19.3,6,0.79
47,15,23.3,0,0.89
48,1,27.9,3,0.66
48,2,25.3,0,0.56
48,3,10.9,0,0.66
48,4,33.1,3,0.86
48,5,8.9,0,0.66
48,6,19.4,1,0.86
48,7,16.3,3,0.86
48,8,8.5,7,0.56
48,9,12.5,2,0.76
48,10,29.7,4,0.56
48,11,24.3,3,0.96
48,12,7.5,0,0.96
48,13,13.8,2,0.76
48,14,10.8,3,0.76
48,15,19.3,0,0.76
48,16,11.8,0,0.76
48,17,12.6,1,0.66
48,18,5.2,2,0.86
48,19,20.3,0,0.86
48,20,10.5,1,0.66
49,1,14.2,0,0.63
49,2,18.4,4,0.53
49,3,8.0,3,0.63
49,4,7.5,0,0.93
49,5,29.9,5,0.63
50,1,23.1,6,0.8
50,2,15.4,5,1.0
50,3,14.2,3,0.9
50,4,11.7,9,0.9
50,5,23.2,6,0.8
50,6,17.0,3,1.0
50,7,24.2,3,0.9
50,8,35.4,3,1.0
50,9,39.9,2,1.0
50,10,9.5,2,1.0
50,11,18.3,1,1.0
50,12,24.5,2,1.0
51,1,38.6,2,0.87
51,2,30.7,1,0.97
51,3,24.3,1,1.0
51,4,25.3,2,1.0
51,5,27.1,7,0.77
51,6,11.5,2,0.77
51,7,20.3,2,0.97
51,8,24.1,3,0.97
51,9,26.0,3,1.0
52,1,16.9,3,1.0
52,2,8.7,1,1.0
52,3,20.0,0,1.0
52,4,16.1,4,1.0
52,5,7.5,2,1.0
52,6,36.5,2,1.0
52,7,34.4,4,0.74
52,8,14.1,3,1.0
52,9,7.8,0,0.74
52,10,38.7,8,0.84
52,11,14.0,4,1.0
52,12,12.9,0,0.94
52,13,38.8,3,0.84
52,14,25.6,1,1.0
52,15,16.9,0,1.0
52,16,6.3,5,1.0
52,17,10.7,6,0.84
53,1,30.5,0,0.71
53,2,34.8,7,0.71
53,3,22.1,4,0.91
53,4,7.4,3,0.71
53,5,9.7,1,1.0
54,1,10.3,4,1.0
54,2,22.9,2,0.78
54,3,16.5,1,0.98
54,4,13.1,5,0.78
54,5,36.4,3,0.98
54,6,13.7,6,0.78
54,7,22.1,0,0.78
54,8,9.5,6,0.98
54,9,23.1,1,0.68
54,10,23.6,3,0.88
54,11,18.2,2,1.0
54,12,26.9,7,0.68
54,13,20.1,1,0.78
54,14,5.0,2,0.98
54,15,10.0,6,0.78
54,16,5.1,2,0.68
55,1,11.6,1,0.65
55,2,39.0,3,1.0
55,3,10.1,6,0.85
55,4,12.6,3,0.65
55,5,24.6,2,0.85
55,6,11.6,4,1.0
55,7,8.8,0,0.75
55,8,21.9,1,0.75
55,9,11.7,5,0.75
55,10,8.7,0,0.65
55,11,4.3,0,0.95
56,1,15.3,3,0.82
56,2,32.6,4,0.62
56,3,18.7,0,0.82
56,4,20.0,2,0.62
56,5,8.9,5,0.82
56,6,17.3,8,0.62
56,7,6.4,0,0.92
56,8,25.4,3,0.92
56,9,14.9,0,0.62
56,10,10.5,7,0.62
56,11,7.4,1,0.92
56,12,26.3,3,0.92
56,13,12.9,4,1.0
56,14,17.7,4,0.72
56,15,40.8,2,0.62
56,16,39.9,0,0.62
56,17,17.0,4,0.82
56,18,7.1,4,0.62
56,19,13.7,4,0.82
57,1,39.5,9,0.59
57,2,13.4,1,0.99
57,3,11.7,3,0.59
57,4,12.0,2,0.69
57,5,13.8,4,0.89
57,6,16.8,2,0.99
57,7,6.9,1,0.79
57,8,10.2,2,0.59
57,9,41.6,2,0.89
57,10,21.2,1,0.99
57,11,40.7,3,0.99
57,12,5.2,7,0.69
57,13,11.1,8,0.69
57,14,10.3,1,0.99
57,15,4.2,4,0.59
57,16,28.5,3,0.79
57,17,21.8,4,0.89
57,18,14.2,3,0.89
58,1,31.8,6,0.66
58,2,4.1,0,0.86
58,3,42.7,5,0.76
58,4,30.4,3,0.96
58,5,6.2,1,0.76
58,6,13.7,0,0.96
58,7,11.0,2,0.76
58,8,6.8,1,0.56
58,9,8.8,0,0.86
58,10,30.9,8,0.66
58,11,31.7,1,0.86
58,12,31.3,5,0.76
58,13,14.7,5,0.96
58,14,17.5,2,0.96
58,15,23.5,3,0.86
58,16,37.3,8,0.56
58,17,6.0,1,0.96
58,18,11.6,1,0.86
58,19,25.2,6,0.96
59,1,17.8,9,0.63
59,2,8.0,6,0.83
59,3,20.2,2,0.63
59,4,23.5,3,0.53
59,5,22.2,4,0.83
59,6,13.0,8,0.53
59,7,14.7,1,0.63
59,8,30.2,6,0.53
59,9,16.9,4,0.83
59,10,14.4,1,0.83
59,11,5.5,2,0.93
59,12,35.5,6,0.63
59,13,15.6,2,0.83
60,1,4.9,6,1.0
60,2,8.3,1,1.0
60,3,29.3,3,1.0
60,4,14.9,3,1.0
60,5,13.4,3,1.0
60,6,5.9,5,0.8
60,7,13.5,7,1.0
60,8,8.6,3,0.8
60,9,14.0,0,1.0
60,10,21.1,2,1.0
60,11,7.8,3,1.0
60,12,24.8,3,0.9
60,13,8.5,0,1.0
60,14,20.2,2,1.0
60,15,25.3,6,0.9
60,16,20.3,7,0.8
60,17,5.8,2,1.0
60,18,23.1,0,0.9
60,19,9.4,0,1.0
60,20,9.3,9,0.8
61,1,19.8,2,1.0
61,2,5.6,1,1.0
61,3,13.1,4,0.97
61,4,6.4,2,1.0
61,5,6.3,3,0.97
61,6,21.0,0,1.0
61,7,36.5,2,0.87
61,8,11.7,0,1.0
61,9,11.2,5,0.77
61,10,28.3,6,0.97
61,11,4.6,0,1.0
61,12,34.4,0,0.87
62,1,18.3,0,0.74
62,2,27.2,0,0.74
62,3,16.8,4,0.94
62,4,22.0,4,0.94
62,5,6.0,5,0.94
62,6,14.6,3,0.74
62,7,24.8,5,1.0
63,1,27.9,0,0.91
63,2,9.2,3,1.0
63,3,18.9,2,0.71
63,4,8.6,1,1.0
63,5,11.2,6,0.91
63,6,33.3,6,1.0
63,7,22.2,2,0.91
64,1,11.4,6,0.78
64,2,5.0,1,0.88
64,3,16.3,2,0.78
64,4,34.6,9,0.78
64,5,18.8,6,0.88
64,6,23.3,0,0.88
64,7,13.2,3,0.88
64,8,8.5,1,0.88
64,9,21.2,2,1.0
64,10,21.5,1,0.68
64,11,26.5,0,0.78
64,12,25.2,1,0.98
64,13,14.2,6,0.88
65,1,14.5,3,1.0
65,2,11.8,4,0.85
65,3,38.3,0,1.0
65,4,34.2,1,1.0
65,5,5.2,1,0.95
66,1,20.3,2,1.0
66,2,43.4,4,0.62
66,3,21.6,2,1.0
66,4,8.4,3,0.82
66,5,21.1,10,0.62
66,6,24.6,2,0.72
66,7,20.8,5,0.62
66,8,17.3,8,0.62
67,1,12.7,1,0.99
67,2,20.3,0,0.89
67,3,13.4,1,0.99
67,4,27.2,5,0.99
67,5,19.3,4,0.59
67,6,16.9,0,0.69
67,7,22.9,2,0.69
67,8,32.2,4,0.69
67,9,8.9,0,0.89
67,10,18.4,5,0.69
67,11,4.9,0,0.69
68,1,39.3,7,0.76
68,2,6.9,5,0.96
68,3,5.8,4,0.86
68,4,31.8,8,0.56
68,5,18.8,3,0.96
68,6,17.4,2,0.56
68,7,17.9,3,0.86
69,1,20.8,0,0.73
69,2,5.2,3,0.73
69,3,7.2,1,0.83
69,4,8.4,3,0.63
69,5,20.1,0,0.83
69,6,26.8,3,0.63
69,7,8.9,3,0.73
69,8,17.4,5,0.63
69,9,8.6,1,0.93
69,10,18.4,5,0.63
69,11,5.3,4,0.53
69,12,26.6,3,0.63
70,1,14.8,1,1.0
70,2,21.8,2,1.0
70,3,13.9,1,0.8
70,4,5.4,7,0.8
70,5,8.8,3,1.0
70,6,24.9,3,1.0
70,7,7.2,3,0.8
70,8,25.9,0,1.0
70,9,10.1,0,1.0
70,10,30.4,2,1.0
70,11,42.5,1,1.0
70,12,8.8,0,1.0
70,13,9.3,1,0.8
70,14,33.2,0,1.0
70,15,15.6,7,1.0
70,16,21.8,1,0.8
70,17,32.2,0,1.0
70,18,28.2,6,0.9
70,19,20.8,5,1.0
71,1,27.1,3,0.97
71,2,12.3,3,1.0
71,3,39.8,1,0.87
71,4,6.7,2,1.0
71,5,25.5,2,0.87
71,6,27.3,1,0.97
71,7,16.2,1,1.0
71,8,34.8,1,0.97
71,9,7.9,2,1.0
72,1,29.8,3,0.94
72,2,25.8,2,0.94
72,3,30.5,7,0.74
72,4,11.2,3,1.0
72,5,6.5,1,1.0
72,6,28.0,9,0.74
72,7,12.8,7,0.74
72,8,31.6,2,1.0
72,9,17.1,2,1.0
72,10,6.6,2,0.74
72,11,30.0,3,0.84
72,12,40.0,3,0.94
72,13,19.2,1,1.0
73,1,25.4,0,0.81
73,2,13.3,3,0.91
73,3,23.2,6,1.0
73,4,5.3,4,0.91
73,5,11.1,3,1.0
74,1,4.4,3,0.68
74,2,16.7,2,1.0
74,3,17.0,3,0.78
74,4,28.4,6,0.98
74,5,22.8,1,0.98
74,6,20.3,8,0.78
74,7,37.1,1,0.68
74,8,22.7,0,0.78
74,9,21.3,4,1.0
74,10,4.9,3,0.78
74,11,29.7,4,0.88
74,12,8.9,4,0.78
74,13,25.7,1,0.98
74,14,19.3,3,0.78
74,15,22.8,0,0.68
74,16,4.0,3,0.78
74,17,38.2,5,0.98
74,18,23.0,2,1.0
74,19,13.3,5,0.88
75,1,29.4,3,0.75
75,2,27.8,6,0.65
75,3,16.0,5,0.75
75,4,12.3,3,0.95
75,5,30.1,6,0.65
75,6,30.8,4,0.85
75,7,11.9,1,0.75
75,8,22.9,4,0.85
75,9,5.2,1,0.95
75,10,34.5,3,0.95
75,11,14.0,1,0.95
75,12,18.7,5,0.95
75,13,17.7,2,0.85
75,14,13.1,2,0.95
75,15,18.3,3,0.75
75,16,24.1,1,0.95
75,17,22.8,1,1.0
75,18,32.2,3,1.0
75,19,20.4,0,0.95
75,20,25.8,2,1.0
76,1,30.8,4,0.62
76,2,32.0,4,1.0
76,3,16.3,0,0.72
76,4,24.9,0,0.82
76,5,9.6,5,0.72
76,6,39.9,4,0.62
76,7,24.1,7,0.62
76,8,16.1,2,0.72
76,9,7.9,1,1.0
76,10,42.9,1,0.82
76,11,23.8,0,0.92
76,12,18.9,6,0.92
76,13,15.1,4,0.92
76,14,21.2,1,0.92
76,15,21.0,3,0.92
76,16,32.8,0,1.0
76,17,20.5,5,0.82
77,1,14.9,4,0.69
77,2,7.4,0,0.99
77,3,25.7,1,0.99
77,4,34.6,2,0.69
77,5,12.7,1,0.79
77,6,14.7,4,0.89
78,1,9.3,3,0.56
78,2,22.6,1,0.86
78,3,34.0,3,0.56
78,4,13.4,6,0.76
78,5,16.4,3,0.96
78,6,28.2,2,0.56
79,1,11.7,1,0.93
79,2,11.4,2,0.73
79,3,17.5,0,0.83
79,4,7.2,6,0.93
79,5,14.5,4,0.63
79,6,25.3,2,0.83
79,7,21.8,0,0.63
79,8,34.8,7,0.73
79,9,17.0,6,0.83
79,10,29.1,1,0.83
79,11,24.5,4,0.83
79,12,24.1,0,0.93
80,1,33.3,6,0.8
80,2,15.7,5,0.8
80,3,10.3,3,0.8
80,4,8.8,1,1.0
80,5,13.2,0,0.8
80,6,24.7,1,1.0
80,7,21.2,1,1.0
80,8,9.3,3,0.8
